EventCount, EventType, OldIDs, NewID, Time, NewVol, X, Y, Z, U, V, W, L1, L2, L3
267, Split,1,203, 1.52375E+01,1.3721470212907651E-04,  1.183961280809E+01, -5.280365282796E-01,  1.158522996779E+00,  2.288225604490E-01, -7.082401505800E-03,  1.956764182261E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
268, Merge,1;141;74;,1, 1.52792E+01,1.1927672837541946E+01
269, Merge,1;74;,1, 1.52792E+01,1.1927672837541946E+01
270, Split,1,204, 1.52792E+01,1.7172376534006081E-04,  8.985579946391E+00,  9.682632860423E-01, -2.492853685877E-02,  7.692552274905E-02, -1.053175416240E-01,  1.413749944682E-01,  3.641073896180E+03,  8.365238314488E+02,  3.416335453454E+02
271, Split,1,205, 1.52792E+01,3.6845510496570318E-04,  1.218062709449E+01,  1.077493417764E+00,  1.011698886307E-01,  8.198937099884E-01,  2.307328756441E-01, -2.953876175619E-02,  3.473718428336E+03,  4.738515695020E+02,  2.326906996689E+02
272, Merge,1;168;149;102;,1, 1.53006E+01,1.1945535766545904E+01
273, Merge,1;149;,1, 1.53006E+01,1.1945535766545904E+01
274, Merge,1;102;,1, 1.53006E+01,1.1945535766545904E+01
275, Merge,1;194;203;,1, 1.53219E+01,1.1962174683137949E+01
276, Merge,1;203;,1, 1.53219E+01,1.1962174683137949E+01
277, Split,1,206, 1.53219E+01,5.2060788780445004E-04,  9.189819625236E+00, -8.993967714656E-01,  6.422633628819E-01,  2.968905249061E-01, -1.156052801895E-01, -2.617205263930E-02,  2.126925940895E+03,  5.404456874864E+02,  1.978311879054E+02
278, Split,182,207, 1.53219E+01,8.1609927088724869E-09,  1.089843750000E+01,  2.109375000000E-01, -1.289062500000E+00,  8.040248031003E-01,  1.987247656136E-03,  1.231520414871E-01,  6.371993301526E+05,  1.372909269340E+05,  4.945724795148E+04
279, Split,182,208, 1.53219E+01,9.1839462156849330E-07,  1.089843750000E+01,  1.640625000000E-01, -1.335937500000E+00,  8.335771161207E-01,  1.734807529054E-01, -1.004827804412E-01,  6.010946893132E+04,  1.328133657234E+04,  4.658409823562E+03
280, Split,174,209, 1.53219E+01,2.0649964341890815E-04,  1.235344452024E+01, -9.945567369298E-01, -5.945828752211E-02,  7.709878230981E-01, -3.556586345961E-02,  1.300033748399E-01,  4.730776021889E+03,  6.104887671105E+02,  3.113103751636E+02
281, Split,174,210, 1.53219E+01,5.5264131501727039E-04,  1.250915399858E+01, -7.450559457263E-01, -1.818157453835E-01,  1.018506712976E+00,  3.637207762859E-02,  1.152858618949E-01,  2.937010458925E+03,  3.115996087433E+02,  1.895833254585E+02
282, Merge,1;190;155;,1, 1.53432E+01,1.1978934755335452E+01
283, Merge,1;155;,1, 1.53432E+01,1.1978934755335452E+01
284, Split,1,211, 1.53432E+01,1.7912571740133476E-10,  9.585937500000E+00,  1.284423334855E+00,  9.140625000000E-01,  9.821313024739E-02,  1.028732560484E-02, -9.171299269326E-02,  3.766380435621E+06,  1.210749681008E+06,  3.313197795009E+05
285, Split,1,212, 1.53432E+01,5.4234194992280286E-04,  1.240576208737E+01,  8.061201238937E-01, -5.269293926448E-02,  1.039823259812E+00,  1.017822436493E-01, -3.849119554097E-03,  2.930054359329E+03,  3.143318734151E+02,  1.929480227291E+02
286, Merge,1;211;,1, 1.53646E+01,1.1994994534154982E+01
287, Split,1,213, 1.53646E+01,1.4092560457186089E-04,  9.498234459031E+00, -1.013490952817E+00,  7.180984441283E-01,  2.813931697456E-01,  8.066591229488E-02,  4.592813040882E-02,  2.970694237598E+03,  7.985614741669E+02,  2.692828825757E+02
288, Split,1,214, 1.53646E+01,1.6139784916208878E-10,  9.585937500000E+00,  1.282120343116E+00,  9.140625000000E-01,  1.140042839949E-01,  6.340195639167E-03, -8.535025442825E-02,  2.808009893688E+06,  9.025607052768E+05,  2.469558499561E+05
289, Split,1,215, 1.53646E+01,3.2971260821747093E-04,  1.005105102047E+01, -9.119963666725E-01,  1.176711268864E-01,  5.903572010463E-01,  5.035259006212E-02, -7.625350492430E-02,  2.037138976916E+03,  3.926977149520E+02,  1.751456815567E+02
290, Split,1,216, 1.53646E+01,1.7080328425063757E-04,  1.131189355169E+01, -1.275274851119E+00,  5.862774094258E-01,  4.986692912615E-01,  5.966595845253E-02,  8.465415773558E-02,  3.275571809135E+03,  6.826020156024E+02,  2.443677426360E+02
291, Merge,1;206;214;209;,1, 1.53856E+01,1.2011942223599300E+01
292, Merge,1;214;,1, 1.53856E+01,1.2011942223599300E+01
293, Merge,1;209;,1, 1.53856E+01,1.2011942223599300E+01
294, Split,1,217, 1.53856E+01,1.3749493447070819E-10,  9.585937500000E+00,  1.279162489655E+00,  9.140625000000E-01,  1.334258282745E-01,  2.243964734939E-03, -7.797199909058E-02,  5.273724694441E+06,  1.694516138721E+06,  4.638113741698E+05
295, Split,1,218, 1.53856E+01,1.3671756251699743E-04,  1.187981594668E+01, -5.296637597650E-01,  1.197369326984E+00,  2.553924294090E-01,  1.700462078136E-02,  1.964667955120E-01,  6.768878173695E+03,  1.163910830094E+03,  4.716513329319E+02
296, Merge,1;217;,1, 1.54068E+01,1.2023490433982481E+01
297, Split,1,219, 1.54068E+01,5.2051588775906042E-04,  9.220430421681E+00, -9.100755312094E-01,  6.393551162430E-01,  2.981587002604E-01, -1.181040698747E-01, -2.343355460294E-02,  1.514352495361E+03,  3.853764465503E+02,  1.402231645638E+02
298, Split,1,220, 1.54068E+01,1.0845597403740447E-10,  9.585937500000E+00,  1.276972555089E+00,  9.140625000000E-01,  1.482457419201E-01, -1.008475551593E-03, -7.272759005957E-02,  3.431062262742E+06,  1.102052000169E+06,  3.003104430016E+05
299, Split,1,221, 1.54068E+01,4.3435787560781158E-03,  1.120613152362E+01,  1.129852517602E+00, -1.679071580603E+00,  2.657015690807E-01,  1.108019207425E-01, -3.918643226711E-02,  6.516903050387E+02,  1.885560123066E+02,  4.844982236639E+01
300, Split,1,222, 1.54068E+01,1.0023441005128996E-04,  1.212526449006E+01, -2.575586632860E-01,  6.274830342215E-01,  1.106131940730E+00,  2.802542561690E-02,  9.364288029752E-02,  4.656959809347E+03,  4.785309004147E+02,  3.181471011839E+02
301, Merge,1;220;178;,1, 1.54279E+01,1.2040304687717317E+01
302, Merge,1;178;,1, 1.54279E+01,1.2040304687717317E+01
303, Split,1,223, 1.54489E+01,5.3271660232718085E-11,  9.585937500000E+00,  1.270000019715E+00,  9.140625000000E-01,  1.910847548870E-01, -7.976048000104E-03, -5.895603998099E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
304, Merge,1;223;,1, 1.54698E+01,1.2072996380481332E+01
305, Split,1,224, 1.54698E+01,3.1607874180677502E-11,  9.585937500000E+00,  1.265330501097E+00,  9.140625000000E-01,  2.178938835407E-01, -1.144094895910E-02, -5.120198599734E-02,  6.371402089143E+06,  2.041055359046E+06,  5.574768542328E+05
306, Merge,1;12;218;,1, 1.54911E+01,1.2089874938218873E+01
307, Merge,1;218;,1, 1.54911E+01,1.2089874938218873E+01
308, Split,224,225, 1.54911E+01,1.5605356089496205E-11,  9.585937500000E+00,  1.260416487269E+00,  9.140625000000E-01,  2.450733230824E-01, -1.461566377531E-02, -4.428871208519E-02,  1.283449484125E+07,  4.105822437622E+06,  1.122884109715E+06
309, Split,224,226, 1.54911E+01,1.6002518051067009E-11,  9.632812500000E+00,  1.195312500000E+00,  9.512604249195E-01,  3.497700447724E-01, -5.877585281018E-02,  2.395311120236E-02,  1.272151934754E+07,  3.968649211528E+06,  1.108285963837E+06
310, Merge,1;219;226;,1, 1.55121E+01,1.2106199141794347E+01
311, Merge,1;226;,1, 1.55121E+01,1.2106199141794347E+01
312, Merge,207;208;,227, 1.55121E+01,9.2655558883860528E-07
313, Split,225,228, 1.55121E+01,6.0686898659867109E-12,  9.585937500000E+00,  1.252221508829E+00,  9.140625000000E-01,  2.884969455932E-01, -1.856963644845E-02, -3.340017035600E-02,  2.059765321253E+07,  6.569841210900E+06,  1.802094277278E+06
314, Split,225,229, 1.55121E+01,9.5366662356387195E-12,  9.632812500000E+00,  1.195312500000E+00,  9.405632682885E-01,  3.507401811600E-01, -5.382377640890E-02,  2.155309263584E-02,  1.649203555909E+07,  5.129646438840E+06,  1.436957884792E+06
315, Split,1,230, 1.55121E+01,5.4501974500948032E-04,  1.136452204765E+01,  5.794647251763E-01,  9.087193178683E-02,  1.002383771207E+00,  4.073323602800E-02,  2.693127314494E-01,  2.584203204825E+03,  2.821317591514E+02,  1.920687741969E+02
316, Merge,1;229;222;,1, 1.55333E+01,1.2122459108451057E+01
317, Merge,1;222;,1, 1.55333E+01,1.2122459108451057E+01
318, Split,228,231, 1.55333E+01,1.2990568048128109E-12,  9.585937500000E+00,  1.243481665690E+00,  9.140625000000E-01,  3.330226414308E-01, -2.217134839358E-02, -2.381571009627E-02,  4.455613715904E+07,  1.416535504502E+07,  3.896922101272E+06
319, Split,228,232, 1.55333E+01,4.7696331021887974E-12,  9.632812500000E+00,  1.195312500000E+00,  9.141941292457E-01,  3.559744115951E-01, -4.419543638638E-02,  1.651503824201E-02,  2.333617274270E+07,  7.195746281718E+06,  2.033270191448E+06
320, Split,1,233, 1.55333E+01,1.4794733372774577E-04,  1.098773685907E+01,  1.285213224261E+00, -1.428321624052E+00,  6.449391535456E-02,  3.213122092081E-03,  5.199679181750E-02,  4.860679440700E+03,  1.431439809061E+03,  3.734507518517E+02
321, Split,1,234, 1.55333E+01,1.3671275107545540E-04,  1.192433603900E+01, -5.263041717063E-01,  1.235199655782E+00,  2.826447658776E-01,  3.688158894772E-02,  2.131520026742E-01,  5.563225785044E+03,  9.800525055026E+02,  3.868929230920E+02
322, Split,1,235, 1.55333E+01,1.0023441468368265E-04,  1.226305392790E+01, -2.524676995423E-01,  6.382443215455E-01,  1.092398517539E+00,  2.148336382847E-02,  9.318201299879E-02,  6.697169471072E+03,  6.821899652281E+02,  4.517587948171E+02
323, Merge,1;232;,1, 1.55546E+01,1.2138812976233755E+01
324, Split,231,236, 1.55546E+01,3.5865487963033701E-14,  9.585937500000E+00,  1.242187500000E+00,  9.140625000000E-01,  3.378655590434E-01, -2.301271106989E-02, -2.721610385629E-02,  1.897842558998E+08,  6.034973764805E+07,  1.659528244501E+07
325, Split,231,237, 1.55546E+01,1.2631913224282859E-12,  9.632812500000E+00,  1.195312500000E+00,  9.140625000000E-01,  3.580267594901E-01, -4.158680117798E-02,  1.428948844810E-02,  3.209298064298E+07,  9.904022617041E+06,  2.795715185469E+06
326, Split,1,238, 1.55546E+01,2.8280779638446238E-04,  1.222472887513E+01, -3.598490355487E-01,  4.465400653387E-01,  1.025509333449E+00, -1.241129383557E-03, -1.614870006957E-02,  2.804171595785E+03,  2.633321364637E+02,  1.911577127954E+02
327, Merge,1;237;205;,1, 1.55757E+01,1.2155677532608706E+01
328, Merge,1;205;,1, 1.55757E+01,1.2155677532608706E+01
329, Merge,1;236;,1, 1.55970E+01,1.2172031697993276E+01
330, Merge,235;238;,239, 1.55970E+01,1.2172031697993276E+01
331, Split,165,240, 1.55970E+01,9.3776359852612272E-05,  1.055211571053E+01,  7.416437154650E-01, -1.736127834230E+00, -5.578485132556E-02, -4.149830569881E-02,  1.246059255950E-01,  4.111577845418E+03,  1.325508816574E+03,  3.308196391374E+02
332, Split,165,241, 1.55970E+01,4.0511295002299558E-05,  1.057248039510E+01,  5.601135367467E-01, -1.787615881729E+00,  7.627947945028E-03, -1.524056286641E-01,  1.355293492431E-01,  6.267302336552E+03,  2.001277227213E+03,  5.022414523846E+02
333, Split,1,242, 1.55970E+01,2.5026731004682917E-04,  1.137353244827E+01, -1.350048162655E+00, -3.675136263746E-02,  7.226255648186E-01, -1.405248928810E-01,  3.091593817077E-01,  2.729006001200E+03,  5.604408589885E+02,  2.014109514484E+02
334, Split,239,243, 1.55970E+01,1.0023847411290203E-04,  1.233907238054E+01, -2.495849418885E-01,  6.480701894965E-01,  1.096148529637E+00,  1.060032499272E-02,  9.111531139482E-02,  4.779170953875E+03,  4.857721013490E+02,  3.200678796204E+02
335, Split,239,244, 1.55970E+01,2.8280373461120681E-04,  1.226879808474E+01, -3.601868805114E-01,  4.449679595863E-01,  1.024396624450E+00,  5.548511167349E-04, -1.378412465416E-02,  2.819117644985E+03,  2.633298382039E+02,  1.914433370506E+02
336, Split,196,245, 1.56181E+01,5.7316356034600071E-10,  1.091492753531E+01,  1.171875000000E-01, -4.921875000000E-01,  1.070953126074E+00, -6.560122483709E-02, -5.357642027980E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
337, Split,196,246, 1.56181E+01,1.9851655399171744E-03,  1.058653403266E+01,  3.978305509896E-01, -5.860410106647E-01,  6.630113417993E-01, -5.182991646931E-03,  7.629391280371E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
338, Split,1,247, 1.56181E+01,1.9662137660515048E-04,  1.170824639688E+01, -4.932990863394E-01, -1.058453750058E+00,  1.054859872888E+00, -1.699387971471E-01, -1.156035573193E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
339, Split,1,248, 1.56181E+01,4.6441417851240003E-04,  1.176314735813E+01,  1.031073514164E+00, -7.873813315500E-01,  7.355897867569E-01,  1.501905520538E-01, -6.121798275855E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
340, Merge,5;20;,249, 1.56397E+01,4.9078816683329873E-04
341, Merge,1;146;,1, 1.56397E+01,1.2205072099339018E+01
342, Split,221,250, 1.56610E+01,9.1728245897244092E-09,  1.114864179795E+01,  1.288305010979E+00, -1.476562500000E+00, -1.450643731354E-01, -7.250215458663E-03,  1.319605266201E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
343, Split,221,251, 1.56610E+01,4.3435692698037534E-03,  1.127728253678E+01,  1.159280161715E+00, -1.689171766771E+00,  2.529183072274E-01,  1.030458250105E-01, -2.792339563366E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
344, Split,86,252, 1.56828E+01,1.2970880218755044E-07,  8.630606798669E+00, -1.335937500000E+00, -7.735511545368E-01, -3.364540171245E-02,  1.154873837301E-01,  1.065578633242E-03,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
345, Split,86,253, 1.56828E+01,1.7229628791837846E-03,  9.080706363229E+00, -1.233739900426E+00, -9.286041592505E-01,  1.923220490025E-01,  1.315947493288E-02, -5.901815470114E-03,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
346, Split,201,254, 1.56828E+01,4.4947514711260152E-04,  1.219523140928E+01,  4.817724018588E-01,  8.592080559961E-01,  8.569780611752E-01,  4.302610176893E-02,  6.284958191113E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
347, Split,201,255, 1.56828E+01,6.7862100432808966E-04,  1.187552237021E+01,  5.765346603472E-01,  8.812915798010E-01,  7.741484324395E-01,  3.656403862121E-02,  5.901086036618E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
348, Merge,245;246;,256, 1.57046E+01,1.9851661022214822E-03
349, Split,1,257, 1.57264E+01,1.6871184398242626E-04,  1.172954930740E+01, -3.515723239568E-01, -1.210470867479E+00,  9.563963390654E-01, -9.196421864683E-02, -1.462070684974E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
350, Split,1,258, 1.57264E+01,2.8301542217104065E-04,  1.175632263799E+01, -1.421323268357E+00, -3.553291345019E-01,  6.783672053927E-01, -1.269534007004E-01, -1.072572527145E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
351, Merge,1;184;,1, 1.57704E+01,1.2306586738629044E+01
352, Split,1,259, 1.57704E+01,1.6691831480124199E-04,  9.164156474825E+00,  7.029362891106E-01, -1.099961383367E+00,  2.906187495375E-01,  2.169748153190E-01,  1.800685950219E-01,  2.723139422007E+03,  8.080635060173E+02,  2.501463207203E+02
353, Split,1,260, 1.57704E+01,1.6437067282586407E-10,  1.221093750000E+01,  1.640625000000E-01, -7.265625000000E-01,  1.373835912534E+00,  6.395065705902E-02,  1.267641490646E-01,  3.681692888839E+06,  4.189110091697E+05,  2.501102958919E+05
354, Merge,1;180;,1, 1.57927E+01,1.2324193269446802E+01
355, Split,1,261, 1.57927E+01,6.5530890077607245E-05,  1.217621282836E+01, -9.432785066109E-03, -7.318345653159E-01,  1.127221547373E+00, -6.185032839558E-02,  6.514371965862E-02,  5.807633267574E+03,  6.636594757699E+02,  3.941799495347E+02
356, Merge,188;200;,262, 1.58152E+01,7.3017862244657524E-04
357, Merge,1;234;,1, 1.58152E+01,1.2341889395214517E+01
358, Merge,1;256;,1, 1.58379E+01,1.2361379106119726E+01
359, Split,1,263, 1.58379E+01,2.9792686700471226E-06,  8.340519717240E+00, -1.476562500000E+00,  1.148380833927E+00, -1.423042930737E-02,  8.268820253380E-02, -6.011239511425E-02,  1.987567260799E+04,  8.707481679935E+03,  1.881887269464E+03
360, Split,1,264, 1.58379E+01,1.2223400740550582E-10,  8.648437500000E+00, -1.429687500000E+00,  1.382812500000E+00, -3.656742582905E-02,  3.302497040131E-02, -5.178190896836E-03,  3.127551452970E+06,  1.429287660269E+06,  2.937601539554E+05
361, Split,1,267, 1.58379E+01,2.0362316372015462E-04,  1.172425849731E+01, -1.213272191212E+00, -2.966566560323E-01,  8.819389832133E-01, -2.012750629772E-01,  7.718576580134E-02,  3.151119404223E+03,  5.795796500946E+02,  2.239754831728E+02
362, Split,251,265, 1.58379E+01,1.3891533175736803E-07,  1.080797288050E+01,  1.101124674866E+00, -1.757812500000E+00, -1.083510458234E-02, -5.465480473375E-02,  2.125808772954E-01,  1.108494927109E+05,  3.734794769383E+04,  8.690638466030E+03
363, Split,251,266, 1.58379E+01,4.3434303681655784E-03,  1.132504743927E+01,  1.178933152144E+00, -1.693985453223E+00,  2.448604870036E-01,  9.678886993480E-02, -1.966185993800E-02,  6.639950954233E+02,  1.989730719797E+02,  4.918301636780E+01
364, Split,1,268, 1.58602E+01,5.1720417979294741E-04,  9.605934770050E+00,  1.319791263045E-01, -9.602712256055E-01,  3.484893679191E-01, -4.355436779714E-02,  1.875099488704E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
365, Split,1,269, 1.58826E+01,6.8507908380123924E-10,  1.272656250000E+01,  6.328125000000E-01, -1.195312500000E+00,  1.304561199643E-01, -2.409243041565E-02, -1.039514733142E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
366, Merge,1;268;,1, 1.59050E+01,1.2413712452661294E+01
367, Split,1,270, 1.59050E+01,8.1898183473333539E-05,  9.090299064898E+00, -1.189108859526E+00,  1.802781098840E-01,  8.451042178892E-02, -5.117993267084E-02,  1.961642313093E-01,  3.903315127102E+03,  1.090227995526E+03,  3.573882264282E+02
368, Split,161,271, 1.59050E+01,3.2229070890044242E-03,  1.163308402569E+01,  7.362005773971E-01, -2.201532187254E-01,  7.579969385448E-01,  2.902534939337E-02, -4.467068182297E-03,  7.795649149287E+02,  9.901847897909E+01,  5.718150617234E+01
369, Split,161,272, 1.59050E+01,3.0976271531588524E-04,  1.164952283600E+01,  3.985441342396E-01, -5.470585168540E-01,  6.533265290344E-01, -2.216185191853E-01,  3.534386025449E-02,  2.517051652479E+03,  2.988921673369E+02,  1.845599484005E+02
370, Merge,1;230;,1, 1.59273E+01,1.2418172477908380E+01
371, Split,266,273, 1.59273E+01,1.7351859790569574E-04,  1.099435404218E+01,  1.151801388573E+00, -1.722754885819E+00,  1.512593511084E-01,  8.941742044566E-02,  8.166987645561E-02,  3.205567535251E+03,  1.043413537082E+03,  2.452617253066E+02
372, Split,266,274, 1.59273E+01,4.1699117833689263E-03,  1.136349506749E+01,  1.189645509080E+00, -1.694747905901E+00,  2.445457844436E-01,  9.357391673165E-02, -2.004118757914E-02,  6.813464382880E+02,  2.045006990848E+02,  5.005665210267E+01
373, Split,1,275, 1.59273E+01,1.3118743858609856E-02,  1.148012459916E+01, -1.683926950815E+00,  1.264699501123E-01,  4.164104079776E-01, -4.185784518192E-02,  2.343331829824E-02,  3.855178660232E+02,  9.591505256488E+01,  2.820523478843E+01
374, Split,1,276, 1.59273E+01,3.7333728156187593E-04,  1.171173012364E+01, -1.149661618537E+00, -7.367352192255E-01,  7.811003987909E-01, -7.287030481174E-02,  2.389169764585E-03,  2.330454357650E+03,  4.672590934277E+02,  1.642335809776E+02
375, Split,261,277, 1.59273E+01,8.7514512989880901E-09,  1.235156250000E+01,  1.171875000000E-01, -7.265625000000E-01,  1.306073925595E+00,  5.263942622749E-02,  4.350109585612E-03,  5.131374251477E+05,  5.726728880164E+04,  3.408605002097E+04
376, Split,261,278, 1.59273E+01,6.5522137109221465E-05,  1.231642254512E+01, -1.789649967875E-02, -7.240191946089E-01,  1.124210496715E+00, -4.095409153700E-02,  2.925755275037E-02,  5.905976733750E+03,  6.607566957317E+02,  3.920371547178E+02
377, Split,183,279, 1.59273E+01,2.1188635895596244E-04,  1.215731803301E+01, -7.908417432192E-01,  2.245093868101E-01,  7.850983395163E-01, -4.215190528089E-02, -1.224322904122E-01,  3.228498193366E+03,  3.977512331123E+02,  2.227305000714E+02
378, Split,183,280, 1.59273E+01,1.8266407152794748E-03,  1.197239188844E+01, -1.028201427149E+00,  6.799613355107E-01,  5.866806110525E-01,  1.860121530835E-02,  4.710435144603E-02,  1.082705298655E+03,  1.855381715992E+02,  7.604193949425E+01
379, Split,1,281, 1.59724E+01,1.4878337983106345E-06,  8.414062500000E+00, -1.474001600638E+00,  1.195312500000E+00, -2.092522338436E-02,  6.166770259285E-02, -4.257286671414E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
380, Split,1,282, 1.59724E+01,5.8098113545507540E-03,  9.154139062103E+00,  4.204069609458E-01, -1.457214358772E+00,  2.837337123119E-01,  1.312038849994E-01,  1.733962368418E-03,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
381, Merge,277;278;,283, 1.59952E+01,6.5530883961954705E-05
382, Split,275,284, 1.59952E+01,3.2402950102138956E-04,  1.174106043283E+01, -1.625767348418E+00, -3.449371572402E-01,  5.322405084402E-01, -1.558888682343E-01, -4.275501840323E-02,  1.785115499154E+00,  1.826077262970E-02,  1.636775218446E-02
383, Split,275,285, 1.59952E+01,1.2794699198865146E-02,  1.150366281500E+01, -1.688536678234E+00,  1.400457714826E-01,  4.101580409053E-01, -3.720237127486E-02,  2.387490726390E-02,  3.327062228383E-01,  2.976602299331E-03,  2.589189746758E-03
384, Split,212,286, 1.60183E+01,2.8820612345122660E-08,  1.305535243799E+01,  9.609375000000E-01, -7.031250000000E-02,  8.489998582234E-01, -3.967778473541E-02,  1.045680701476E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
385, Split,212,287, 1.60183E+01,5.4231114950117985E-04,  1.313984149457E+01,  8.660845290141E-01, -1.991367196752E-02,  1.129815841079E+00,  2.658620091334E-02,  8.344974276724E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
386, Merge,1;286;,1, 1.60414E+01,1.2501246254499385E+01
387, Split,1,288, 1.60414E+01,5.8635060069943008E-05,  8.550378799158E+00, -1.444530665608E+00,  1.298311517900E+00, -8.146119886536E-03,  2.309856869665E-02, -5.977097096755E-03,  4.574548007541E+03,  2.041104506869E+03,  4.252676114187E+02
388, Split,280,289, 1.60414E+01,1.0522343111564619E-03,  1.211223037486E+01, -9.168901470478E-01,  5.402386182919E-01,  6.378026281319E-01,  2.717879261164E-02, -2.230393433264E-02,  1.446717728447E+03,  2.171009392340E+02,  1.004246505410E+02
389, Split,280,290, 1.60414E+01,7.7440639305254011E-04,  1.194979073673E+01, -1.174640326838E+00,  8.864424067148E-01,  4.988263556814E-01,  3.746639443492E-03,  1.371148417601E-01,  1.666986313167E+03,  3.346831386561E+02,  1.170797891800E+02
390, Merge,1;282;,1, 1.60645E+01,1.2524629458567851E+01
391, Split,1,291, 1.60645E+01,5.1717453123766531E-04,  9.687786173238E+00,  1.223255802192E-01, -9.546756469208E-01,  3.437402035509E-01, -4.707634517597E-02,  1.737187349820E-02,  1.623884587941E+03,  3.520926727723E+02,  1.408114886458E+02
392, Split,285,292, 1.60645E+01,2.0601797065514406E-04,  1.093503508861E+01, -1.716592813806E+00,  4.051217688098E-01,  1.937710767746E-01,  8.190858391646E-02, -1.138629201195E-01,  2.908635337438E+03,  8.502471081900E+02,  2.268570851995E+02
393, Split,285,293, 1.60645E+01,1.2588679687258452E-02,  1.154299451278E+01, -1.690840790360E+00,  1.374302653505E-01,  4.103727412829E-01, -3.730212531798E-02,  2.490451954356E-02,  3.969815720209E+02,  9.911535449500E+01,  2.892929605710E+01
394, Merge,1;276;,1, 1.60877E+01,1.2528432939411955E+01
395, Merge,260;283;,294, 1.60877E+01,1.2528432939411955E+01
396, Split,1,295, 1.60877E+01,5.8097997171333311E-03,  9.187734009986E+00,  4.363546137234E-01, -1.456836429658E+00,  2.824547225382E-01,  1.301728121633E-01,  7.865431374180E-04,  4.716840463970E+02,  1.607284945966E+02,  4.219921712302E+01
397, Split,1,296, 1.60877E+01,3.2753909257286105E-03,  1.002021955346E+01,  3.892238630038E-01, -9.725620289584E-01,  4.027492970030E-01, -2.484951098062E-02,  5.090935064070E-02,  6.627733242940E+02,  1.463681623297E+02,  5.632653990342E+01
398, Split,1,297, 1.60877E+01,5.5464939697835941E-03,  1.172914167488E+01, -8.567089050694E-01, -9.777743865314E-01,  8.441622543633E-01,  3.316477275997E-02, -6.793603462107E-02,  6.060484050924E+02,  1.182909579140E+02,  4.247254055126E+01
399, Split,294,298, 1.60877E+01,3.5705141350996771E-09,  1.253906250000E+01,  1.184287344286E-01, -7.265681569137E-01,  1.267197646106E+00,  8.564753580051E-02, -3.784215597515E-02,  8.211966265988E+05,  8.970587885112E+04,  5.357678897100E+04
400, Split,294,299, 1.60877E+01,6.5527477054605493E-05,  1.249622100370E+01, -1.675769401182E-02, -7.157965811907E-01,  1.123705774783E+00,  1.232051856228E-02, -1.780282312009E-02,  6.031420764152E+03,  6.568590791970E+02,  3.935346313838E+02
401, Merge,1;248;,1, 1.61107E+01,1.2546892796236008E+01
402, Split,297,300, 1.61107E+01,3.7344241224736453E-04,  1.185829362557E+01, -1.167878626465E+00, -7.363153530243E-01,  7.842266915983E-01, -9.234311080094E-02, -1.686026728453E-02,  2.373319724091E+03,  4.738649189387E+02,  1.645362568008E+02
403, Split,297,301, 1.61107E+01,5.1730515409869893E-03,  1.174050962229E+01, -8.333645227875E-01, -9.968718036213E-01,  8.485756198731E-01,  4.035924136971E-02, -7.404036470116E-02,  6.284843025840E+02,  1.225975274029E+02,  4.401396397652E+01
404, Split,298,302, 1.61107E+01,3.4759682713015549E-09,  1.253906250000E+01,  1.171875000000E-01, -7.265625000000E-01,  1.256904638466E+00,  1.042636414700E-01, -3.822983087694E-02,  8.323785356961E+05,  9.109477977592E+04,  5.434540731095E+04
405, Split,298,303, 1.61107E+01,9.4546023256326273E-11,  1.258593750000E+01,  1.640625000000E-01, -7.413909199427E-01,  1.253096636405E+00,  7.561578165066E-02, -7.259745467519E-03,  5.074928591083E+06,  5.601904272589E+05,  3.300667489691E+05
406, Merge,1;13;202;,1, 1.61340E+01,1.2565292009030749E+01
407, Merge,1;202;,1, 1.61340E+01,1.2565292009030749E+01
408, Merge,1;140;,1, 1.61794E+01,1.2533369621127845E+01
409, Split,1,304, 1.61794E+01,5.9158373404514589E-02,  1.082045659912E+01, -8.915832186843E-01, -7.290745168252E-01,  6.116577026577E-01, -6.075415680459E-03,  3.822431438433E-02,  1.684070411663E+02,  3.584296684555E+01,  1.297618701368E+01
