EventCount, EventType, OldIDs, NewID, Time, NewVol, X, Y, Z, U, V, W, L1, L2, L3
125, Split,1,102, 1.37140E+01,3.3313587460425678E-04,  9.931017770090E+00,  9.457501236823E-01, -1.199094335841E-01,  9.340913166510E-01,  6.427942407506E-02,  1.636424660546E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
126, Merge,100;101;,103, 1.37337E+01,7.1308111923339855E-03
127, Split,37,104, 1.37337E+01,9.3187945193870953E-05,  9.144646047961E+00,  3.831249058215E-01, -4.264262545862E-01,  7.456283227479E-01, -2.523377257467E-01, -7.514983543566E-02,  3.908318452547E+01,  2.289824222572E+00,  1.458844882976E+00
128, Split,37,105, 1.37337E+01,2.4707854782142426E-04,  9.055306542002E+00,  3.244000112803E-01, -5.997453751737E-01,  6.445731467489E-01, -2.880955614119E-01, -7.837696716322E-02,  2.371611075847E+01,  1.383635288345E+00,  8.199882387258E-01
129, Merge,1;69;,1, 1.37534E+01,1.0750865327783282E+01
130, Split,1,106, 1.37534E+01,1.0003802025668834E-04,  9.751315131108E+00, -1.274558690724E+00, -6.549984899020E-01,  2.371710206823E-01, -3.712557314790E-03,  3.726226365522E-02,  3.467805308516E+03,  9.036394406757E+02,  2.958541584201E+02
131, Split,103,107, 1.37731E+01,3.7292163043526022E-04,  1.023941270921E+01, -1.094497088095E+00, -8.770447527613E-01,  5.275798094612E-01,  4.297069937882E-02,  4.197988982389E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
132, Split,103,108, 1.37731E+01,6.7578895409675628E-03,  1.051042593361E+01, -9.623512255347E-01, -1.060022612579E+00,  5.803362240100E-01, -3.193349167805E-02, -2.077929652531E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
133, Split,1,109, 1.37731E+01,1.5451742316848266E-04,  1.004992521379E+01, -1.381642036019E+00, -2.308415584472E-01,  7.787571562560E-01, -1.684829615095E-01,  3.138155702124E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
134, Merge,1;106;,1, 1.37928E+01,1.0781374457660498E+01
135, Split,1,110, 1.37928E+01,2.0418565291580010E-04,  1.069201388671E+01, -3.241524402586E-01,  8.950008745266E-01,  1.019696752994E+00, -2.920252377540E-01, -1.509976504360E-01,  2.718527489081E+03,  4.032529220512E+02,  2.113291812196E+02
136, Merge,32;47;,111, 1.38320E+01,4.9470159206881339E-08
137, Merge,1;104;,1, 1.38320E+01,1.0812119452233965E+01
138, Merge,1;109;,1, 1.38713E+01,1.0841801152643013E+01
139, Split,1,112, 1.38713E+01,8.9088875120118941E-04,  8.810776976985E+00,  1.465581894398E-01, -1.144154106918E+00,  2.439077468726E-01,  4.612738671711E-02,  5.503121623230E-02,  1.037803334437E+03,  2.793127876986E+02,  1.007846271032E+02
140, Split,1,113, 1.38713E+01,1.0003019888874371E-04,  9.778051722942E+00, -1.274425663959E+00, -6.509658427508E-01,  2.403572318782E-01, -1.244671136120E-02,  3.814844766524E-02,  3.486069472919E+03,  9.126377807569E+02,  2.972464845484E+02
141, Split,1,114, 1.38713E+01,1.5451606832343726E-04,  1.012915799372E+01, -1.399566448917E+00, -1.968924125054E-01,  7.505719651769E-01, -1.590823807512E-01,  3.213607181075E-01,  2.933057934416E+03,  6.963260695999E+02,  2.410154353909E+02
142, Split,113,115, 1.39105E+01,1.0000673725922478E-04,  9.790781305213E+00, -1.274566876448E+00, -6.499823832071E-01,  2.375076699917E-01, -1.242934141073E-02,  4.060016843212E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
143, Split,113,116, 1.39105E+01,2.3460273859696385E-08,  9.722137726728E+00, -1.382812500000E+00, -5.859375000000E-01, -5.250165003558E-02, -1.707590575132E-02,  1.544441022535E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
144, Merge,1;112;114;,1, 1.39297E+01,1.0888458327144447E+01
145, Merge,1;114;,1, 1.39297E+01,1.0888458327144447E+01
146, Merge,1;76;,1, 1.39683E+01,1.0917553075026982E+01
147, Split,1,117, 1.39683E+01,8.9086613871295337E-04,  8.837042898711E+00,  1.518839923400E-01, -1.138161943673E+00,  2.531055141138E-01,  4.220528613152E-02,  5.089725187777E-02,  1.044775323168E+03,  2.801206228827E+02,  1.011609277545E+02
148, Split,1,118, 1.39683E+01,2.3343795194463179E-04,  9.098889281207E+00, -3.492740127444E-02, -1.176293795993E+00,  1.732261490424E-01,  1.139570585080E-03,  1.945946258564E-02,  2.098854811130E+03,  5.469544905637E+02,  1.967849841619E+02
149, Merge,1;79;,1, 1.39873E+01,1.0932418451428951E+01
150, Split,1,119, 1.39873E+01,8.1771051874056160E-04,  1.097034398268E+01,  9.066750865341E-01, -1.119723103794E+00,  7.662346957977E-01,  2.611137429519E-01, -2.273295716460E-01,  1.424573655995E+03,  2.800161939726E+02,  1.067914577325E+02
151, Split,83,120, 1.39873E+01,5.3521082777687419E-05,  1.132092150093E+01, -4.028277593414E-01,  7.625029540721E-01,  9.758897299460E-01, -3.044167498660E-01, -1.298240798506E-01,  5.760252006620E+03,  7.096573591681E+02,  4.166623347786E+02
152, Split,83,121, 1.39873E+01,1.4416810095067649E-04,  1.126327492922E+01, -3.603550838858E-01,  9.249566006133E-01,  6.986908713057E-01, -1.201829635081E-01,  6.429052108512E-02,  3.490794793763E+03,  4.785911739503E+02,  2.533187061358E+02
153, Merge,1;119;,1, 1.40257E+01,1.0963200241553695E+01
154, Split,1,122, 1.40639E+01,1.4413139101749573E-04,  9.621532755521E+00,  2.618662730750E-01, -5.058914885079E-01,  7.396937145903E-01, -3.090815694020E-01, -7.951684437866E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
155, Split,108,123, 1.40639E+01,1.9456053775543904E-04,  1.054771623313E+01, -4.926487269865E-01, -1.150644284251E+00,  8.627030780418E-01,  5.683353781200E-02,  3.866221153666E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
156, Split,108,124, 1.40639E+01,6.5633290470135195E-03,  1.068724752258E+01, -9.857140359447E-01, -1.063541262392E+00,  5.752519046212E-01, -3.495043926011E-02, -2.246340186978E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
157, Merge,123;124;,125, 1.40829E+01,6.7578895950982714E-03
158, Split,55,126, 1.41210E+01,5.4982774183474079E-04,  1.012869430113E+01,  5.305729600296E-01, -3.937987117606E-01,  8.269478116271E-01, -4.104880295026E-02,  3.133946232425E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
159, Split,55,127, 1.41210E+01,2.9009392095390022E-04,  1.037452576295E+01,  4.379704377954E-01, -4.428612855423E-01,  1.051271709338E+00, -3.113788977980E-02,  2.319733838682E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
160, Split,1,128, 1.41781E+01,2.2348885331807677E-04,  1.082934420693E+01, -3.735628232745E-01,  9.433918478744E-01,  8.057101189855E-01, -2.060907415888E-01, -2.006793655036E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
161, Merge,1;107;,1, 1.41973E+01,1.1097167503935344E+01
162, Split,1,129, 1.41973E+01,7.2829539510456908E-08,  8.461550041820E+00, -1.624696071239E+00, -2.343750000000E-02,  4.212487669889E-02,  4.256534283785E-02,  2.302864839042E-02,  1.135283710292E+05,  4.437461988873E+04,  1.128277017113E+04
163, Split,1,130, 1.41973E+01,1.0080736806453337E-12,  9.023437500000E+00,  1.640625000000E-01, -1.335937500000E+00,  1.694373929357E-02, -1.650551488536E-01,  6.788893604330E-02,  3.203204379133E+07,  9.599349715940E+06,  3.031773828594E+06
164, Split,125,131, 1.42162E+01,1.9457048956753501E-04,  1.067959315848E+01, -4.824001264032E-01, -1.143129944376E+00,  8.942209254526E-01,  4.503958828339E-02,  1.256005173212E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
165, Split,125,132, 1.42162E+01,6.5633191243786304E-03,  1.077666708463E+01, -9.909992376591E-01, -1.067103782701E+00,  5.751227873040E-01, -3.506518045022E-02, -2.348537256786E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
166, Split,1,133, 1.42921E+01,1.5887974253870896E-03,  1.021430132089E+01,  3.272191395505E-01, -7.600179447850E-01,  7.483014582183E-01, -1.266805788709E-01,  1.593786561759E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
167, Split,1,134, 1.43111E+01,2.8387918126080523E-08,  8.935862327228E+00,  2.024883447159E-01, -1.382812500000E+00,  2.461537380529E-01,  6.085158179979E-02, -4.826652154983E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
168, Merge,89;90;,135, 1.43494E+01,9.9183855320076483E-09
169, Split,117,136, 1.43494E+01,3.2553474794549663E-06,  9.023437500000E+00,  2.152564413899E-02, -1.007812500000E+00,  4.382130977364E-01, -1.839060123069E-01,  1.467799419804E-01,  1.900068003244E-01,  1.594048376112E-09,  1.594048376112E-09
170, Split,117,137, 1.43494E+01,8.8761081726729360E-04,  8.949858851812E+00,  1.719787252753E-01, -1.119011256134E+00,  2.846116627095E-01,  3.097379406552E-02,  3.464991307655E-02,  1.293721315096E-02,  9.653590676538E-11,  9.653590676538E-11
171, Split,133,138, 1.43884E+01,3.4231925036305326E-04,  1.050983919256E+01,  1.396220381614E-01, -7.533739383592E-01,  9.042373918218E-01, -1.362168250381E-01,  1.844565742150E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
172, Split,133,139, 1.43884E+01,1.2464781802337087E-03,  1.022784947070E+01,  3.610710331709E-01, -7.396846607954E-01,  7.271479920185E-01, -1.199383487556E-01,  1.533648492812E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
173, Split,1,140, 1.44083E+01,4.6827366765863628E-04,  1.101899941388E+01,  3.817873765224E-01, -1.039857683986E+00,  6.845752272295E-01,  1.587207632582E-01,  9.425053271923E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
174, Merge,1;139;,1, 1.44281E+01,1.1276442759811458E+01
175, Split,1,141, 1.44281E+01,1.2542286767535131E-04,  1.054151454567E+01, -1.484354035067E+00,  1.158267943091E-02,  6.806112621319E-01, -9.892896259198E-02,  3.113136310912E-01,  3.456907384956E+03,  8.209381923544E+02,  2.742905605671E+02
176, Split,97,142, 1.44479E+01,2.3485218827810618E-04,  8.249560733526E+00, -9.794488321432E-01, -8.527171966664E-01,  1.675384224435E-01,  7.614699080901E-02,  1.932119392583E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
177, Split,97,143, 1.44479E+01,2.4756903865394127E-04,  8.163724817020E+00, -8.602914173344E-01, -1.011295790602E+00,  8.850352436334E-02,  9.356863888990E-02,  1.176094322055E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
178, Split,1,144, 1.44479E+01,2.3295488097525521E-04,  1.035290081299E+01, -1.397049259920E+00, -1.736782562134E-01,  6.037022300302E-01,  1.735063922367E-02,  3.717974255861E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
179, Split,1,145, 1.44675E+01,1.1492310353321955E-09,  9.117187500000E+00,  2.109375000000E-01, -1.382812500000E+00,  6.192225258488E-02, -8.660294638964E-02,  3.841691926584E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
180, Split,1,146, 1.44675E+01,3.7292171932489773E-04,  1.066786991611E+01, -1.073664143026E+00, -8.366962302204E-01,  6.431867331724E-01, -1.974305863047E-02,  6.649858978249E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
181, Merge,1;144;138;,1, 1.44871E+01,1.1321932074538008E+01
182, Merge,1;138;,1, 1.44871E+01,1.1321932074538008E+01
183, Split,130,147, 1.44871E+01,3.0231809351187379E-13,  9.070312500000E+00,  2.578125000000E-01, -1.382812500000E+00,  3.064227341315E-01,  9.069537559491E-02, -3.584211141707E-02,  8.416050425025E+07,  2.634556651021E+07,  7.915323245057E+06
184, Split,130,148, 1.44871E+01,7.0575556335842938E-13,  9.023437500000E+00,  1.971640791348E-01, -1.382812500000E+00,  1.565371151915E-01,  1.882887746755E-02, -3.852425676685E-02,  5.483067732344E+07,  1.721502665260E+07,  5.175647244244E+06
185, Split,1,149, 1.44871E+01,3.3020968459569202E-04,  1.046981236364E+01,  1.090384963336E+00, -8.252968749215E-03,  7.752404577707E-01,  8.379416955154E-02,  9.758649521493E-02,  2.964618066178E+03,  5.473756372988E+02,  2.397367050045E+02
186, Split,1,150, 1.44871E+01,2.0413258814367289E-04,  1.054388420310E+01, -1.291240455616E+00, -1.448482726427E-01,  7.489854943005E-01, -9.972591412763E-02,  4.112592272123E-01,  3.819856558977E+03,  8.208929376181E+02,  3.038981878654E+02
187, Merge,1;147;122;126;,1, 1.45066E+01,1.1337281683949740E+01
188, Merge,1;122;,1, 1.45066E+01,1.1337281683949740E+01
189, Merge,1;126;,1, 1.45066E+01,1.1337281683949740E+01
190, Split,148,151, 1.45066E+01,4.9838130385957070E-13,  9.070312500000E+00,  2.578125000000E-01, -1.382812500000E+00,  3.084849929042E-01,  9.081672869350E-02, -3.871164315486E-02,  8.034574429083E+07,  2.517544478496E+07,  7.554554447230E+06
191, Split,148,152, 1.45066E+01,2.0734704930657736E-13,  9.023437500000E+00,  2.109375000000E-01, -1.382812500000E+00,  2.131720565112E-01,  4.279647011874E-02, -6.413317669432E-02,  1.240022365044E+08,  3.901120328419E+07,  1.170382365411E+07
192, Split,1,153, 1.45066E+01,2.3289073430934578E-04,  1.038914869835E+01, -1.395352209937E+00, -1.492945007496E-01,  6.142324117705E-01,  2.434911837863E-02,  3.829925665622E-01,  4.307877648096E+03,  1.022623920446E+03,  3.487576094052E+02
193, Split,1,154, 1.45066E+01,3.4231795184265750E-04,  1.061758836167E+01,  1.200365070434E-01, -7.277980761434E-01,  9.335705890072E-01, -1.279784795649E-01,  1.882069325036E-01,  3.614224505932E+03,  5.030299815631E+02,  2.879848110630E+02
194, Merge,1;151;127;,1, 1.45262E+01,1.1352848901741824E+01
195, Merge,1;127;,1, 1.45262E+01,1.1352848901741824E+01
196, Merge,1;137;,1, 1.45458E+01,1.1366387518751070E+01
197, Split,1,155, 1.45458E+01,7.1552042126921957E-04,  1.120548255524E+01, -4.268249314214E-02, -9.248974988047E-01,  8.853701244589E-01,  9.203634222906E-02, -1.152431300934E-01,  1.557040426377E+03,  2.248791409913E+02,  1.146497115778E+02
198, Split,1,156, 1.45458E+01,1.9380310869086682E-03,  1.075545024064E+01, -3.634394309192E-01,  9.087337109829E-01,  7.327516986807E-01, -9.359686541794E-02, -8.536390310274E-02,  8.953002793152E+02,  1.443656011902E+02,  7.036757881484E+01
199, Merge,1;145;152;,1, 1.45654E+01,1.1381704317511282E+01
200, Merge,1;152;,1, 1.45654E+01,1.1381704317511282E+01
201, Merge,1;154;,1, 1.45848E+01,1.1397180822944350E+01
202, Merge,1;28;,1, 1.46041E+01,1.1412019737484050E+01
203, Split,1,157, 1.46041E+01,3.4225818946433372E-04,  1.071098856695E+01,  1.040798518630E-01, -7.072753349843E-01,  9.549613858522E-01, -1.197888260582E-01,  1.878083504598E-01,  2.112955815167E+03,  2.852061403729E+02,  1.667577197823E+02
204, Merge,1;94;,1, 1.46429E+01,1.1442505969878798E+01
205, Merge,1;98;,1, 1.46625E+01,1.1458120983632623E+01
206, Merge,1;157;,1, 1.46821E+01,1.1473766164774872E+01
207, Split,85,158, 1.46821E+01,5.2094849812504883E-04,  8.973150824244E+00, -8.174793647841E-01,  6.648423177412E-01,  2.817777583379E-01, -7.872979740155E-02, -3.200753287374E-02,  1.429256781413E+03,  3.547019574389E+02,  1.369820905791E+02
208, Split,85,159, 1.46821E+01,2.8449838590282997E-05,  8.931614347474E+00, -6.326334931522E-01,  5.173069120896E-01,  5.268527541115E-01, -5.878409846505E-03, -9.985360397579E-02,  6.086423263432E+03,  1.237039755518E+03,  5.861652065722E+02
209, Split,1,160, 1.46821E+01,1.1210163720791782E-05,  1.197656643459E+01, -9.609375000000E-01, -1.108795618043E-01,  8.619628529342E-01,  3.827385821317E-02, -4.224797535638E-02,  1.370414748803E+04,  1.756115544376E+03,  9.231773007322E+02
210, Merge,1;121;120;,1, 1.47020E+01,1.1485968276110153E+01
211, Merge,1;120;,1, 1.47020E+01,1.1485968276110153E+01
212, Split,1,161, 1.47020E+01,3.5326696564396661E-03,  1.075091069382E+01,  7.138625091633E-01, -2.771336685435E-01,  7.301322835793E-01, -1.266996972755E-02,  4.531258102052E-02,  9.363330171662E+02,  1.285153730613E+02,  7.432310100893E+01
213, Split,1,162, 1.47221E+01,8.8771933542061937E-04,  9.071579301820E+00,  1.884429890640E-01, -1.106708941675E+00,  2.994675670266E-01,  2.883564669288E-02,  2.404850229907E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
214, Split,160,163, 1.47423E+01,1.1210161195048591E-05,  1.202343750053E+01, -9.608972888160E-01, -1.124917782471E-01,  8.646727337624E-01,  4.141012314458E-02, -3.701143263520E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
215, Split,160,164, 1.47423E+01,2.0580684295798953E-12,  1.207031250000E+01, -1.007812500000E+00, -1.640625000000E-01,  7.482404614631E-01,  3.561976047116E-02, -6.760433981284E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
216, Split,1,165, 1.47628E+01,1.3428764676582199E-04,  1.058449383344E+01,  7.306280476409E-01, -1.812756640781E+00, -5.835205845676E-02,  5.237959685364E-03, -1.346369419454E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
217, Split,1,166, 1.47628E+01,3.4224980670347961E-04,  1.086612943644E+01,  8.395926411295E-02, -6.719465845222E-01,  9.878791011540E-01, -1.110510127321E-01,  1.811181250122E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
218, Split,1,167, 1.47832E+01,6.3446518180594646E-04,  9.617235176745E+00,  1.337927411139E-01,  9.342317049894E-01,  4.541585990600E-01,  2.285960860881E-01, -1.614826016103E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
219, Merge,1;166;164;,1, 1.48039E+01,1.1563804469142951E+01
220, Merge,1;164;,1, 1.48039E+01,1.1563804469142951E+01
221, Split,162,168, 1.48039E+01,5.1734822196071570E-04,  9.187046349718E+00,  1.676989572997E-01, -1.006472463033E+00,  3.506858177562E-01, -1.147610872696E-02,  5.710236963083E-02,  2.077063707003E+03,  4.919317127591E+02,  1.932234408051E+02
222, Split,162,169, 1.48039E+01,3.7037110602971109E-04,  8.977614729545E+00,  2.250291731523E-01, -1.241875795815E+00,  2.323674781161E-01,  7.501967940787E-02, -2.836694877452E-02,  2.416694451289E+03,  7.077291993770E+02,  2.284568341314E+02
223, Split,163,170, 1.48039E+01,1.1210162173311758E-05,  1.202380325467E+01, -9.602359620078E-01, -1.126618563673E-01,  8.716215413077E-01,  3.339302515036E-02, -8.952698736885E-03,  1.949453440611E+04,  2.503372737951E+03,  1.310490415393E+03
224, Split,163,171, 1.48039E+01,5.7061418565349684E-15,  1.207031250000E+01, -1.007812500000E+00, -2.109375000000E-01,  7.132388555440E-01,  4.990968708541E-02, -4.849963443721E-02,  8.698139104030E+08,  1.157216458987E+08,  5.797997555623E+07
225, Split,1,172, 1.48246E+01,2.0718610447551273E-04,  9.337033692920E+00,  6.644038185205E-02,  1.000405451363E+00,  4.078692775523E-01,  2.722732991931E-01, -1.552477895192E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
226, Split,1,173, 1.48453E+01,7.4794333847045657E-04,  1.199440400038E+01, -8.068838888133E-01, -2.156523124877E-01,  9.707252829360E-01, -1.303255848186E-02,  1.024515989707E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
227, Merge,1;172;,1, 1.48658E+01,1.1609102054222378E+01
228, Merge,170;173;,174, 1.48658E+01,7.5915350162414114E-04
229, Split,1,175, 1.48658E+01,2.2718209508210256E-03,  1.134894373548E+01, -8.729900553535E-01, -2.382625706707E-01,  9.743125541130E-01,  5.903756048669E-02,  6.142040737739E-02,  8.909624503008E+02,  1.271115580220E+02,  6.504498654772E+01
230, Merge,1;171;,1, 1.48861E+01,1.1624771736767469E+01
231, Split,1,176, 1.48861E+01,1.9158599147435149E-04,  1.132068478606E+01, -1.207391943811E+00, -3.733798092627E-01,  9.222847911703E-01,  2.946740165661E-04, -4.425974887362E-02,  3.076139263362E+03,  5.668043546536E+02,  2.240355283147E+02
232, Split,1,177, 1.49064E+01,2.0719275750696127E-04,  9.373758569620E+00,  9.167376427357E-02,  9.858078913952E-01,  4.005113207941E-01,  2.642547443060E-01, -1.695380073312E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
233, Split,167,178, 1.49064E+01,3.1307935354416537E-04,  9.574457188318E+00,  1.695633360324E-01,  9.438415444857E-01,  4.123234706942E-01,  2.367881875142E-01, -1.268756090958E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
234, Split,167,179, 1.49064E+01,3.2138582574578012E-04,  9.775598538189E+00,  1.619158236308E-01,  8.798421625356E-01,  4.892919877298E-01,  1.761220715526E-01, -1.690697491636E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
235, Merge,1;110;,1, 1.49469E+01,1.1671645361959104E+01
236, Split,1,180, 1.49469E+01,3.2275290294603564E-04,  1.165100952845E+01,  9.925428144509E-01,  4.388701767813E-01,  8.712842542739E-01,  8.278452764632E-02,  4.705175139007E-02,  2.460126842913E+03,  3.629368902189E+02,  1.726806002524E+02
237, Split,1,181, 1.49469E+01,2.0417721949731715E-04,  1.185114653061E+01, -7.635300612782E-01,  9.432362741940E-01,  7.071503853133E-01, -3.031671339970E-01,  2.097720802667E-01,  3.176424487643E+03,  4.959950583804E+02,  2.203437367660E+02
238, Merge,1;156;181;,1, 1.49878E+01,1.1703685122008366E+01
239, Merge,1;181;,1, 1.49878E+01,1.1703685122008366E+01
240, Split,1,182, 1.49878E+01,9.2655585403145150E-07,  1.089843750000E+01,  1.644753696082E-01, -1.306355643332E+00,  7.671326138869E-01,  8.125055661164E-02,  6.180899367518E-03,  5.955449719044E+04,  1.252100914925E+04,  4.584469704418E+03
241, Split,1,183, 1.49878E+01,2.0385299349347341E-03,  1.135698760740E+01, -1.038338867582E+00,  5.854283510521E-01,  6.566466581088E-01,  5.161102553562E-02,  5.899519803396E-02,  1.338637184539E+03,  2.327878766909E+02,  9.880609040664E+01
242, Split,1,184, 1.50082E+01,1.2149628384922381E-04,  1.042870942449E+01, -9.601516723254E-02, -6.248460673872E-01,  8.748905552397E-01, -3.332785175677E-01, -1.205807988328E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
243, Split,1,185, 1.50082E+01,1.9380196738639228E-03,  1.109290782781E+01, -4.156731666400E-01,  8.558007613293E-01,  7.481185669697E-01, -1.274933821906E-01, -1.097860011193E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
244, Split,1,186, 1.50082E+01,1.2601276564522749E-03,  1.147956630486E+01,  4.642157973300E-01,  8.316431960535E-01,  8.454260667038E-01,  6.392076390798E-02,  1.424274668518E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
245, Split,1,187, 1.50082E+01,1.6720206302344728E-04,  1.157966076309E+01,  2.291249835758E-01, -8.184012667518E-01,  1.093297906594E+00,  9.961759663862E-02,  1.601599779235E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
246, Split,132,188, 1.50496E+01,4.6734658815348961E-04,  1.108062248466E+01, -5.554174983131E-01, -1.264857562591E+00,  5.982474335048E-01,  1.204454794285E-01, -1.856902025903E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
247, Split,132,189, 1.50496E+01,6.0959725228492030E-03,  1.127559740373E+01, -1.057793945320E+00, -1.079359964860E+00,  5.526797282895E-01, -5.593653558539E-02, -4.090048176409E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
248, Split,1,190, 1.50704E+01,1.9055947624719157E-10,  9.585937500000E+00,  1.289062500000E+00,  9.140625000000E-01,  3.927562198840E-02,  4.924028394602E-02, -1.341770056422E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
249, Split,1,191, 1.50704E+01,6.0331309130562654E-04,  1.121570796958E+01,  2.343733126936E-01,  5.957575334992E-01,  9.168660527883E-01, -1.081820693432E-01, -4.691307879094E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
250, Merge,1;191;,1, 1.51123E+01,1.1796671294908627E+01
251, Split,1,192, 1.51123E+01,2.6040587019423509E-04,  9.433156970328E+00, -9.537693993270E-01, -1.570791494165E-01,  3.453529794117E-01,  7.939226758241E-02, -7.173431474975E-02,  2.143840219633E+03,  4.741987351105E+02,  1.941610509540E+02
252, Split,1,193, 1.51123E+01,4.8943273448730001E-04,  1.170677543606E+01, -1.210556076566E-01,  7.508661478041E-01,  1.106298930298E+00,  3.672664046671E-02, -1.353333599436E-03,  2.003986669860E+03,  2.330021393582E+02,  1.418489055979E+02
253, Merge,134;169;,194, 1.51335E+01,3.7039938429298197E-04
254, Merge,1;175;,1, 1.51335E+01,1.1815162124869364E+01
255, Split,1,195, 1.51335E+01,2.8524056402577273E-04,  1.152965381836E+01,  5.777613445711E-01, -2.399548490182E-01,  1.191913214529E+00,  1.782865310559E-01,  1.271632643207E-01,  2.566650934568E+03,  2.763091816880E+02,  1.876023258853E+02
256, Merge,1;158;,1, 1.51547E+01,1.1832219858126628E+01
257, Merge,1;185;,1, 1.51754E+01,1.1846415387704383E+01
258, Split,1,196, 1.51754E+01,1.9851661426711804E-03,  1.029481400378E+01,  3.943594686080E-01, -6.266328679870E-01,  6.497741742739E-01,  1.099892250612E-02,  8.603398247955E-02,  8.453697901491E+02,  1.303327341758E+02,  7.105321576336E+01
259, Split,1,197, 1.51754E+01,1.9376450619575927E-03,  1.121601997521E+01, -4.390625671358E-01,  8.353881909136E-01,  7.552337914089E-01, -1.332897836636E-01, -1.065926866778E-01,  9.524643446669E+02,  1.436515931578E+02,  7.190549893080E+01
260, Split,1,198, 1.51962E+01,5.2094777556001650E-04,  9.146630962381E+00, -8.808465221017E-01,  6.466283014059E-01,  2.915676697643E-01, -1.091625745294E-01, -2.689990146302E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
261, Merge,1;198;179;,1, 1.52169E+01,1.1879109914628602E+01
262, Merge,1;179;,1, 1.52169E+01,1.1879109914628602E+01
263, Split,189,199, 1.52375E+01,5.8331404098949310E-03,  1.138537906326E+01, -1.082034459816E+00, -1.078019760129E+00,  5.459415622898E-01, -6.738508133688E-02, -4.040047085108E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
264, Split,189,200, 1.52375E+01,2.6283201174453005E-04,  1.127636506711E+01, -7.690138512825E-01, -1.292425975659E+00,  4.729036682931E-01,  1.700097661114E-01, -1.492200639597E-01,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
265, Split,186,201, 1.52375E+01,1.1280962654186583E-03,  1.163968172285E+01,  5.078278474579E-01,  8.465960034758E-01,  8.221858001989E-01,  7.033622174590E-02,  3.250004590117E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
266, Split,186,202, 1.52375E+01,1.3203140027858346E-04,  1.195292961007E+01,  2.627002420367E-01,  7.619721391774E-01,  1.038934581860E+00, -5.728643884169E-02,  8.151771255591E-03,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00
